Origen,Provincia,Estadillo,Cla,Subclase,CoorX,Coory,Tipo,Vuelo1,Pasada1,Foto1,Vuelo2,Pasada2,Foto2,Ano,INE,Nivel1,Nivel2,Nivel3,FccTot,FccArb,DisEsp,ComEsp,Rocosid,Textura,MatOrg,PhSuelo,FechaPh,HoraPh,TipSuelo1,TipSuelo2,TipSuelo3,MErosiva,ModComb,EspCMue,PresReg,EfecReg,CortaReg,MejVue1,MejVue2,MejSue1,MejSue2,Orienta1,Orienta2,MaxPend1,MaxPend2,Localiza,Acceso,Levanta,Obser,Equipo,JefeEq,FechaIni,HoraIni,FechaFin,HoraFin,Tiempo,Resid,RumboF1,RumboF2,DistFoto,CarFoto1,NumFoto1,ConFoto1,CarFoto2,NumFoto2,ConFoto2,Estado,Tecnico
49,49,527,A,3C,NA,NA,0,1984,J,6,1997,,1-2,2002,,1,1,1,0,60,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,220,0,1,0,2,1,2,NO HE ENCONTRADO EL REJON PERO SI LOS PIES MAYORES. EL PIE N5  SE HA MEDIDO A 1.4M POR BIFURCACION A 1.3M. ARBOLES A 62G Y 326G NO ENTRAN  POR DIAMETRO. ARBOL A 158G NO ENTRA POR DISTANCIA. FCCT 80%. HAN  REALIZADO UNA CLARA Y UNA PODA.,7,37,07/26/02 00:00:00,12/30/99 13:28:06,07/26/02 00:00:00,12/30/99 14:15:56,48,214,,,,NA,2,39,NA,1,40,D,5
49,49,527,A,3E,NA,NA,4,1997,,1-2,1984,J,6,2002,,NA,,,0,0,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,0,0,0,0,NA,,NA,PARCELA ELIMINADA DE GABINETE.,7,37,08/01/02 00:00:00,12/30/99 16:48:53,08/01/02 00:00:00,12/30/99 16:49:28,1,214,,,,NA,NA,NA,NA,NA,NA,D,5
49,49,528,A,1,NA,NA,0,1984,J,9,1997,,2-1,2002,201,1,1,1,70,50,3,1,2,2,2,4,10/17/02 00:00:00,12/30/99 13:54:00,1,2,1,1,5,3,NA,NA,0,0,,9,,285,0,0.2,0,2,1,1,"LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES DEL IFN2. NO HE ENCONTRADO EL REJON PORQUE HAN REALIZADO UN GRADEO, PERO SI LOS PIES MAYORES.",7,37,10/17/02 00:00:00,12/30/99 12:50:30,10/17/02 00:00:00,12/30/99 13:54:28,64,214,366,70,10,977409,4,37,977409,3,38,D,5
49,49,529,A,1,NA,NA,0,1984,J,9,1997,,2-1,2002,201,1,1,1,95,65,1,1,2,2,2,4,10/17/02 00:00:00,12/30/99 15:50:00,1,2,1,1,6,3,NA,NA,0,0,,0,,150,0,0.2,0,2,1,1,LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES DEL IFN2. EL PIE N2 ENTRA POR MEDIA DE SUS DIAMETROS. PIE N3 FORMA COMPROBADA. ARBOLES A 73 G Y 258 G NO ENTRAN POR DIAMETRO.,7,37,10/17/02 00:00:00,12/30/99 14:50:39,10/17/02 00:00:00,12/30/99 15:50:35,60,214,230,349,10,977409,2,39,977409,1,40,D,5
49,49,530,A,1,NA,NA,0,1984,J,9,1997,,2-1,2002,201,1,1,1,80,50,1,1,2,2,2,4,10/29/02 00:00:00,12/30/99 10:59:00,1,2,1,1,6,3,NA,NA,0,0,,0,,165,0,0.2,0,1,1,1,LA PARCELA LA HE ENCONTRADO POR MEDIO DEL PIE DEL IFN2.,7,37,10/29/02 00:00:00,12/30/99 10:08:27,10/29/02 00:00:00,12/30/99 10:59:30,51,214,85,240,10,353460,6,35,353460,5,36,D,5
49,49,531,A,4,NA,NA,0,1997,,2-2,,,,2002,117,1,1,1,90,75,1,1,2,2,2,4,10/23/02 00:00:00,12/30/99 14:35:00,1,2,1,1,6,3,NA,NA,0,0,,0,,380,0,0.2,0,2,1,2,LA PARCELA NO LA HE ENCONTRADO POR FALTA DE REFERENCIAS Y PORQUE HAN REALIZADO UNA ENTRESACA POR HURONEO. EL PIE N11 ENTRA POR MEDIA DE SUS DIAMETROS. ARBOL A 355 G NO ENTRA POR    DISTANCIA. EN LOS ALREDEDORES HAN CORTADO Y HAN PODADO LAS ENCINAS Y SE OBSERVA PIRUETANO (016).,7,37,10/23/02 00:00:00,12/30/99 13:15:25,10/23/02 00:00:00,12/30/99 14:35:23,80,214,277,11,10,353460,22,19,353460,21,20,D,5
49,49,532,A,1,NA,NA,0,1984,J,11,1997,,2-2,2002,117,1,1,1,90,70,1,1,2,2,2,4,10/25/02 00:00:00,12/30/99 11:23:00,1,2,1,1,6,3,NA,NA,0,0,,0,,145,0,0.2,0,2,1,1,LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES DEL IFN2. ARBOLES A 214 G Y 235 G NO ENTRAN POR DIAMETRO.,7,37,10/25/02 00:00:00,12/30/99 10:21:13,10/25/02 00:00:00,12/30/99 11:23:19,62,214,10,355,10,353460,16,25,353460,15,26,D,5
49,49,533,A,1,NA,NA,0,1984,J,12,1997,,2-2,2002,117,1,1,3,85,30,3,1,2,2,2,4,10/25/02 00:00:00,12/30/99 13:39:00,1,2,1,1,5,3,NA,NA,0,0,,0,,10,0,1.5,0,1,1,1,LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES DEL IFN2.,7,37,10/25/02 00:00:00,12/30/99 12:37:47,10/25/02 00:00:00,12/30/99 13:39:24,62,214,264,195,10,353460,14,27,353460,13,28,D,5
49,49,535,A,1,NA,NA,0,1984,J,1,1997,,1-1,2002,139,1,1,1,90,30,1,1,2,3,2,4,07/15/02 00:00:00,12/30/99 13:46:00,1,2,1,1,6,1,NA,NA,0,0,,0,,345,0,0.8,0,1,1,1,"REJON ENCONTRADO POR EL CROQUIS Y LAS  REFERENCIAS DEL IFN 2.
LA PARCELA ESTA PINCHADO EN UN MONTE DE ENCINAS EN ESTADO MONTE BRAVO. HAY MUCHO MATORRAL.
LA PARCELA SUFRIO UN INCENDIO HACE  TIEMPO.
A UNOS 60 M. DE LA PARCELA HAY UNA REPOBLACION DE PINO SILVESTRE.
EN LA PARCELA NO HAY PIES MAYORES.
LA PARCELA ESTA PINCHADA A 165 M DESDE LA ESQUINA DEL CORTAFUEGOS Y A 58 M. Y 335 G. DEL BORDE DEL CORTAFUEGOS SEGUN  INDICO EN EL CROQUIS.",13,3,07/15/02 00:00:00,12/30/99 13:55:00,07/15/02 00:00:00,12/30/99 14:33:00,38,166,150,245,10,977415,4,37,977415,3,38,D,5
49,49,536,A,1,NA,NA,0,1984,J,3,1997,,1-1,2002,32,1,1,1,90,30,1,1,2,3,2,4,07/11/02 00:00:00,12/30/99 09:54:00,1,2,1,1,6,1,NA,NA,4,4,,0,,370,0,0.5,0,2,1,2,"REJON ENCONTRADO POR LOS PIES DEL IFN 2 Y LAS FOTOS AEREAS.
LA PARCELA ESTA PINCHADA EN UN MONTE DE ENCINAS QUE NO HE CONSIDERADO COMO DEHESA POR LA CANTIDAD DE MATORRAL Y  PORQUE EN LA ACTUALIDAD NO SE APROVECHA  LA ZONA PARA EL PASTOREO.
PIE A 14 M. Y 196 G. NO ENTRA POR DIAMETRO.
PIE 2 ALTURA CORRECTA.
EN LA PARCELA Y ALREDEDORES NO HAY OTRAS ESP.",13,3,07/11/02 00:00:00,12/30/99 10:05:00,07/11/02 00:00:00,12/30/99 11:31:00,86,166,305,8,10,977415,16,25,977415,15,26,D,5
49,49,538,A,1,NA,NA,0,1984,J,5,1997,,1-2,2002,32,1,2,3,95,15,3,1,2,2,2,4,06/27/02 00:00:00,12/30/99 10:28:00,1,2,1,1,6,3,NA,NA,0,0,,0,,155,0,5,0,3,2,1,LA PARCELA LA HE ENCONTRADO POR MEDIO DE LAS FOTOS Y DE LAS REFERENCIAS DEL IFN2. NO HAY PIES MAYORES. EN LOS ALREDEDORES DE LA PARCELA HAY CASTAÑOS Y REBOLLOS.,7,37,06/27/02 00:00:00,12/30/99 10:40:00,06/27/02 00:00:00,12/30/99 11:43:00,63,214,170,211,5,977655,14,27,977655,13,28,D,5
49,49,539,A,1,NA,NA,0,1984,K,8,1997,,2-3,2002,201,1,1,1,95,60,1,2,1,3,2,4,09/06/02 00:00:00,12/30/99 12:05:00,1,2,1,1,6,3,NA,NA,0,0,,0,,165,360,1.2,2.2,2,2,2,"PARCELA LOCALIZADA POR FOTOS Y PIES DEL IFN2. PIE N1 Y 7 FORMA COMPROBADA.
FUERA DE LOS 5 MTS. HAY REGENERACION DE QUEJIGO.",7,69,09/06/02 00:00:00,12/30/99 10:29:50,09/06/02 00:00:00,12/30/99 12:06:29,97,214,80,345,10,353507,24,17,353507,23,18,D,5
49,49,540,A,1,NA,NA,0,1984,K,8,1997,,2-3,2002,201,1,1,3,50,30,3,1,1,3,2,4,09/06/02 00:00:00,12/30/99 14:47:00,1,2,1,1,1,0,NA,NA,9,0,,9,,345,0,1,0,1,1,1,"PARCELA LOCALIZADA POR FOTOS Y PIES DEL IFN2. PIES 2 Y 6 FORMA COMPROBADA.
HAN CORTADO Y DESTOCONADO ALGUNAS ENCINAS.
EL TERRENO HA SIDO ARADO  SUPERFICIALMENTE HACE POCO TIEMPO.",7,69,09/06/02 00:00:00,12/30/99 13:47:36,09/06/02 00:00:00,12/30/99 14:54:30,67,214,350,83,10,353507,22,19,353507,21,20,D,5
49,49,541,A,1,NA,NA,0,1984,K,9,1997,,2-3,2002,201,1,1,1,95,60,1,1,2,2,2,4,10/21/02 00:00:00,12/30/99 12:46:00,1,2,1,1,6,3,NA,NA,0,0,,0,,265,0,0.2,0,2,2,2,"LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES DEL IFN2. LOS ARBOLES A 34, 309, 379 Y 396 GRADOS NO ENTRAN POR DIAMETRO.",7,37,10/21/02 00:00:00,12/30/99 11:31:29,10/21/02 00:00:00,12/30/99 12:46:19,75,214,215,63,10,353460,34,7,353460,33,8,D,5
49,49,542,A,1,NA,NA,0,1984,K,10,1997,,2-4,2002,204,1,1,1,85,50,3,1,2,2,2,4,10/30/02 00:00:00,12/30/99 11:23:00,1,2,1,1,6,3,NA,NA,0,0,,0,,305,0,1.5,0,2,1,1,LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES DEL IFN2. PIE N2 ALTURA COMPROBADA. ARBOL A 301 G NO ENTRA POR DIAMETRO.,7,37,10/30/02 00:00:00,12/30/99 10:19:11,10/30/02 00:00:00,12/30/99 11:23:24,64,214,85,295,10,353461,40,1,353461,39,2,D,5
49,49,543,A,1,NA,NA,0,1984,K,10,1997,,2-4,2002,117,1,1,1,90,50,1,1,2,2,2,4,10/21/02 00:00:00,12/30/99 14:59:00,1,2,1,1,6,3,NA,NA,0,0,,0,,10,0,3.2,0,2,2,2,LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES Y DE LAS REFERENCIAS DEL IFN2.,7,37,10/21/02 00:00:00,12/30/99 13:52:49,10/21/02 00:00:00,12/30/99 14:59:20,67,214,233,133,10,353460,32,9,353460,31,10,D,5
49,49,544,A,1,NA,NA,0,1984,K,11,1997,,2-4,2002,130,1,1,1,70,45,1,1,2,2,2,4,10/24/02 00:00:00,12/30/99 12:00:00,1,2,1,1,6,2,NA,NA,0,0,,0,,260,0,6,0,2,1,2,LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES DE IFN2. NOS HA LLOVIDO DURANTE EL LEVANTAMIENTO.,7,37,10/24/02 00:00:00,12/30/99 10:56:30,10/24/02 00:00:00,12/30/99 12:00:18,64,214,215,352,10,353460,20,21,353460,19,22,D,5
49,49,545,A,1,NA,NA,0,1984,K,11,1997,,2-4,2002,130,1,1,1,80,50,1,1,2,2,2,4,10/24/02 00:00:00,12/30/99 14:30:00,1,2,1,1,6,3,NA,NA,0,0,,0,,190,0,0.5,0,2,2,2,LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES DEL IFN2. NOS HA LLOVIDO DURANTE EL LEVANTAMIENTO.,7,37,10/24/02 00:00:00,12/30/99 13:19:28,10/24/02 00:00:00,12/30/99 14:30:22,71,214,203,92,10,353460,18,23,353460,17,24,D,5
49,49,546,A,1,NA,NA,0,1984,K,3,1997,,1-3,2002,139,1,1,1,95,35,1,2,2,2,3,4,10/10/02 00:00:00,12/30/99 16:20:00,1,2,1,1,5,1,NA,NA,4,0,,0,,186,0,3.8,0,1,1,1,"PARCELA LOCALIZADA A TRAVES DE FOTOGRAFIAS Y PIES MAYORES INFO 2.
PARCELA SIN LIMITACIONES PARA SU MECANIZACION.
0117: HALIMIUM    ALYSSOIDES.
FUERA 10 M. HAY TOJO Y ROSA.
EN LOS ALREDEDORES HAY PINO PINASTER.

COMPROBADA FORMA ARB. 1.

MOJON A 15.6 M Y A 394 G.",5,27,10/10/02 00:00:00,12/30/99 15:59:54,10/10/02 00:00:00,12/30/99 16:30:28,31,127,319,200,20,353504,30,11,353504,29,12,D,5
49,49,547,A,1,NA,NA,0,1984,K,7,1997,,1-4,2002,116,1,1,1,70,25,1,2,2,2,2,4,09/05/02 00:00:00,12/30/99 10:23:00,1,2,1,1,6,1,NA,NA,0,0,,0,,220,350,4.5,1.5,1,1,1,"PARCELA LOCALIZADA POR FOTOS Y CROQUIS DEL IFN2.
NO SE OBSERVAN PIES MAYORES DE QUEJIGO PERO LA REGENERACION DE  REBOLLO PARECE HIBRIDADA CON EL. PIE 3 DIAMETRO COMPROBADO.
SE OBSERVAN PODAS ANTIGUAS. LA PISTA HA SIDO REPASADA RECIENTEMENTE.
HA ESTADO PRESENTE EN EL LEVANTAMIENTO EL TECNICO DOMINGO PICAZO.",7,69,09/05/02 00:00:00,12/30/99 09:27:57,09/05/02 00:00:00,12/30/99 10:41:52,74,214,380,232,10,353507,30,11,353507,29,12,D,5
49,49,548,A,1,NA,NA,0,1984,K,7,1997,,2-3,2002,116,1,1,1,70,30,1,1,2,3,2,4,09/05/02 00:00:00,12/30/99 12:56:00,1,2,1,1,6,2,NA,NA,0,0,,0,,90,0,0.5,0,1,1,1,"PARCELA LOCALIZADA POR ORTOFOTO, PIES Y CROQUIS DEL IFN2.
LA PARCELA ESTA ATRAVESADA POR UN CAMINO DE 8 MTS. DE ANCHO QUE NO CONSIDERO TESELABLE.
HAY PODAS ANTIGUAS.",7,69,09/05/02 00:00:00,12/30/99 12:06:39,09/05/02 00:00:00,12/30/99 12:57:06,50,214,350,146,10,353507,28,13,353507,27,14,D,5
49,49,549,A,1,NA,NA,0,1984,K,6,1997,,1-4,2002,116,1,1,1,95,50,1,2,2,2,2,4,07/19/02 00:00:00,12/30/99 10:48:00,1,2,1,1,6,3,NA,NA,0,0,,0,,390,0,0.5,0,1,1,1,"LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES DEL IFN2. PIES N1, 5 Y 7 FORMA COMPROBADA.LOS PIES N3 Y 6 MEDIDOS A 1.20M POR DEFORMACION. LOS ARBOLES A 149G, 198G Y 274G NO  ENTRAN POR DIAMETRO.",7,37,07/19/02 00:00:00,12/30/99 09:39:00,07/19/02 00:00:00,12/30/99 10:49:15,70,214,1,170,10,977622,16,25,977622,15,26,D,5
49,49,550,A,1,NA,NA,0,1984,K,6,1997,,1-4,2002,116,1,1,1,95,30,1,2,2,2,2,4,07/19/02 00:00:00,12/30/99 14:01:00,1,2,1,1,6,4,NA,NA,0,0,,0,,200,0,0.8,0,2,1,2,LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES DEL IFN2. EN MATORRAL FUERA DE LOS 10 METROS HAY TORVISCO.,7,37,07/19/02 00:00:00,12/30/99 12:58:03,07/19/02 00:00:00,12/30/99 14:01:20,63,214,180,100,10,977622,14,27,977622,13,28,D,5
49,49,551,A,1,NA,NA,0,1984,K,7,1997,,2-3,2002,259,1,1,1,95,25,1,2,2,1,2,4,09/05/02 00:00:00,12/30/99 15:15:00,1,2,1,1,6,3,NA,NA,0,0,,0,,310,0,3.8,0,1,2,1,"PARCELA LOCALIZADA POR FOTOS Y PIES DEL IFN2.
DEJO UN 10% PARA EL RESTO DE ESPECIES.
ALGUNOS REBOLLOS PARECEN ESTAR HIBRIDADOS CON QUEJIGO.",7,69,09/05/02 00:00:00,12/30/99 14:18:42,09/05/02 00:00:00,12/30/99 15:19:00,60,214,350,89,10,353507,26,15,353507,25,16,D,5
49,49,552,A,4,NA,NA,0,1997,,2-4,1984,K,10,2002,204,1,1,3,90,35,3,1,2,2,2,4,10/22/02 00:00:00,12/30/99 12:33:00,1,2,1,1,5,3,NA,NA,0,0,,0,,10,0,0.2,0,1,1,1,PARCELA PINCHADA A4 DIRECTAMENTE YA QUE LA PARCELA A1 ESTABA ANULADA. HA ESTADO PRESENTE EL TECNICO DE TRAGSATEC DOMINGO PICAZO.,7,37,10/22/02 00:00:00,12/30/99 12:23:02,10/22/02 00:00:00,12/30/99 13:06:35,44,214,100,358,10,353460,28,13,353460,27,14,D,5
49,49,553,A,1,NA,NA,0,1984,K,2,1997,,1-3,2002,139,1,1,2,100,90,1,2,2,2,2,4,10/10/02 00:00:00,12/30/99 15:14:00,1,2,1,1,9,4,NA,NA,0,4,3,0,,373,0,4.8,0,2,1,2,"PARCELA LOCALIZADA A TRAVES DE FOTOGRAFIAS, PIES MAYORES Y CROQUIS INFO 2.
FCC. ARBOREA COMPROBADA.
FUENTE INFORMACION 7:  EDAD IFN 2 + TIEMPO TRANSCURRIDO.
PARCELA SIN LIMITACIONES     PARA SU MECANIZACION.

EN LOS ALREDEDORES HAY REBOLLO. COMPROBADA REGENERACION DE PINOS.

ARBS. NO ENTRAN POR DIAM. A 29, 141, 222, 299 Y 388 G.
ARBS. NO ENTRAN POR DIST. A 135, 164 Y 229  G.
COMPROBADAS LAS FORMAS ARBS. 35 Y 71.",5,27,10/10/02 00:00:00,12/30/99 13:21:08,10/10/02 00:00:00,12/30/99 15:19:44,119,127,270,389,20,353504,32,9,353504,31,10,D,5
49,49,554,A,4,NA,NA,0,1997,,1-3,1984,K,2,2002,139,1,1,1,95,95,1,2,2,2,1,4,06/19/02 00:00:00,12/30/99 13:35:00,1,2,1,1,9,12,NA,NA,0,0,,0,,45,0,6.2,0,2,2,2,"REJON NO ENCONTRADO POSIBLEMENTE POR NO ESTAR LA PARCELA BIEN PINCHADA EN EL IFN 2.
LA PARCELA ESTA EN UNA MASA DE PINOS  RESINEROS CON ALGUN PINO SILVESTRE.
DEBAJO DEL ARBOLADO HAY  MUY POCO MATORRAL.
LA PARCELA ESTA PINCHADA EN EL CRUCE DE     COORDENADAS A  150 M. Y 0 G. DESDE DONDE INDICO EN  EL CROQUIS. PIE A  124 G. NO ENTRA POR DISTANCIA.

PIE A 170 G. NO ENTRA AL PONER LA     DISTANCIA LATERAL.

PIE 30 DIAMETRO COMPROBADO.

PIE 42 ENTRA    POR PENDIENTE.

PIE A 238 G. NO ENTRA POR DIAMETRO.

PIE A 281 G. NO ENTRA POR DIAMETRO.

PIE A 336 G. NO ENTRA POR DISTANCIA LATERAL. PIE 66 DIAMETRO COMPROBADO.

PIE 76 ENTRA JUSTO POR PENDIENTE. 

NO DEJO OCUPACION A LAOTRA ESP. NO HAY REGENERACION EN 5 M.",13,3,06/19/02 00:00:00,12/30/99 11:06:28,06/19/02 00:00:00,12/30/99 13:35:24,149,166,330,80,10,195530,40,1,195530,39,2,D,5
49,49,555,A,1,NA,NA,0,1984,K,3,1997,,1-3,2002,139,1,1,2,100,75,1,2,4,2,1,4,07/05/02 00:00:00,12/30/99 11:22:00,1,2,1,1,6,7,NA,NA,0,0,,0,,30,0,3.2,0,2,2,2,"REJON ENCONTRADO POR LOS PIES DEL IFN 2 Y LAS FOTOS AEREAS. PARCELA PINCHADA EN UNA REPOBLACION DE PINO PINASTER Y PINO SILVESTRE, CON MATORRAL DEBAJO DEL ARBOLADO. PIE 5 FORMA     CORRECTA. PIE 7 FORMA CORRECTA. PIE 8 DIAMETRO COMPROBADO. PIE 9 ENTRA POR PENDIENTE. PIE 14 ENTRA POR PENDIENTE. PIE 17 FORMA     CORRECTA. PIE 25 FORMA CORRECTA. PIE 40 ENTRA POR PENDIENTE. PIE   36 RUMBO CORRECTO. EL MARCO DE PLANTACION NO SE DISTINGUE.
 PIE A 42 G. NO ENTRA  AL MEDIR LA DISTANCIA LATERAL. NO DEJO OCUPACION A  LAS OTRAS ESP. PIE A 207 G. NO ENTRA POR DIAMETRO.",13,3,07/05/02 00:00:00,12/30/99 09:23:30,07/05/02 00:00:00,12/30/99 11:34:54,131,166,327,35,10,977415,36,5,977415,35,6,D,5
49,49,557,A,1,NA,NA,0,1984,K,6,1997,,1-4,2002,116,1,1,1,95,60,1,2,1,3,2,4,09/09/02 00:00:00,12/30/99 12:18:00,1,2,1,1,6,2,NA,NA,0,0,,0,,225,0,0.5,0,3,2,2,"PARCELA LOCALIZADA POR LAS FOTOS Y LOS PIES DEL IFN2.
LA LOCALIZACION SE HA COMPLICADO DEBIDO A LAS ALTERACIONES REALIZADAS EN LA RED DE CAMINOS Y QUE NO APARECE REFLEJADA EN  FOTOS NI ORTOFOTOS. PIES 3 Y 8 FORMA COMPROBADA.",7,69,09/09/02 00:00:00,12/30/99 10:43:40,09/09/02 00:00:00,12/30/99 12:20:17,97,214,225,333,10,353507,20,21,353507,19,22,D,5
49,49,558,A,1,NA,NA,0,1984,K,7,1997,,2-3,2002,66,1,1,1,90,30,1,2,1,3,2,4,09/09/02 00:00:00,12/30/99 15:03:00,1,2,1,1,6,3,NA,NA,0,0,,0,,15,0,4.5,0,1,1,1,"PARCELA LOCALIZADA POR FOTOS Y PIES DEL IFN2.
A 177 G Y 21 MTS. NO ENTRA UN REBOLLO POR POCO.
HAY PODAS ANTIGUAS.",7,69,09/09/02 00:00:00,12/30/99 14:06:48,09/09/02 00:00:00,12/30/99 15:09:01,62,214,17,280,10,353507,18,23,353507,17,24,D,5
49,49,559,A,1,NA,NA,0,1984,K,9,1997,,2-3,2002,167,1,1,1,90,50,1,1,2,2,2,4,10/22/02 00:00:00,12/30/99 14:51:00,1,2,1,1,6,3,NA,NA,0,1,,0,,395,0,0.2,0,2,1,1,LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES DEL IFN2. HAN REALIZADO UN DESBROCE EN UNA FRANJA PARA HACES DE JARAS. EL PIE N1 TIENE EL DIAMETRO COMPROBADO.,7,37,10/22/02 00:00:00,12/30/99 14:00:02,10/22/02 00:00:00,12/30/99 14:51:58,52,214,300,382,10,353460,26,15,353460,25,16,D,5
49,49,560,A,1,NA,NA,0,1984,K,10,1997,,2-4,2002,204,1,1,1,95,55,1,1,2,2,2,4,10/22/02 00:00:00,12/30/99 11:10:00,1,2,1,1,6,3,NA,NA,0,0,,0,,395,0,0.5,0,1,2,1,LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES DEL IFN2. EL PIE N5 TIENE LOS DIAMETROS COMPROBADOS. EL ARBOL A 107 G NO ENTRA POR DISTANCIA. LOS ARBOLES A 262 G Y 287 G NO ENTRAN POR DIAMETRO.,7,37,10/22/02 00:00:00,12/30/99 10:17:07,10/22/02 00:00:00,12/30/99 11:10:20,53,214,70,206,10,353460,30,11,353460,29,12,D,5
49,49,561,A,1,NA,NA,0,1984,K,1,1997,,1-3,2002,139,1,1,1,95,80,1,1,2,1,1,4,07/10/02 00:00:00,12/30/99 11:37:00,1,2,1,1,11,6,NA,NA,0,4,3,0,,300,0,4.2,0,1,1,2,"REJON ENCONTRADO POR LOS PIES  Y POR LAS REFERENCIAS DEL IFN 2. LA PARCELA ESTA PINCHADA EN UNA ANTIGUA REPOBLACION DE PINOS SILVESTRES, DONDE EL MARCO DE PLANTACION SE HA PERDIDO Y LA MASA SE HA HECHO IRREGULAR. NO DEJO OCUPACION A LAS OTRAS ESP.  EL PIE 3 ESTA BIFURCADO POR ENCIMA DE 6 M. PIE 6 DIAMETRO       COMPROBADO. PIE 12 MEDIDO POR DEBAJO DE 1,3 M.
  PIE22 DIAMETRO       COMPROBADO. 
PIE 26 DIAMETRO COMPROBADO.  PIE 27 FORMA CORRECTA. PIE A 291 G. NO ENTRA POR DISTANCIA. PIE 43 ESTA       BIFURCADO POR ENCIMA DE 6 M. PIE 50 ALTURA COMPROBADA. FUERA DE LA PARCELA HAY BREZO Y BRECINA.",13,3,07/10/02 00:00:00,12/30/99 09:06:45,07/10/02 00:00:00,12/30/99 11:40:30,154,166,295,180,10,977415,22,19,977415,21,20,D,5
49,49,562,A,1,NA,NA,0,1984,K,2,1997,,1-3,2002,139,1,1,1,95,90,1,1,2,1,1,4,07/10/02 00:00:00,12/30/99 15:03:00,1,2,1,1,9,6,NA,NA,0,3,4,5,,308,0,6,0,2,1,2,"REJON ENCONTRADO POR LAS FOTOS AEREAS Y LOS PIES DEL IFN 2. NO DEJO OCUPACION  A LA OTRA ESP.
 LA PARCELA ESTA PINCHADA  EN UNA VIEJA  REPOBLACION DE PINOS RESINEROS CASI  SIN MATORRAL.
PIE 8  ENTRA POR PENDIENTE.
PIE 16 ENTRA POR PENDIENTE.
PIE 23 ALTURA COMPROBADA.
PIE 24 RUMBO CORRECTO.
PIE 18 DIAMETRO COMPROBADO.
 PIE A 35 G. NO ENTRA POR DISTANCIA.",13,3,07/10/02 00:00:00,12/30/99 13:02:41,07/10/02 00:00:00,12/30/99 15:04:01,121,166,295,190,10,977415,18,23,977415,17,24,D,5
49,49,563,A,1,NA,NA,0,1984,K,2,1997,,1-3,2002,66,1,1,1,95,85,1,2,3,2,1,4,06/26/02 00:00:00,12/30/99 15:00:00,1,2,1,1,9,10,NA,NA,0,4,3,5,,220,0,5.8,0,2,2,2,"REJON ENCONTRADO POR LOS PIES TIPO Y POR LAS FOTOS AEREAS.
LA PARCELA ESTA PINCHADA EN UNA ANTIGUA REPOBLACION DE PINO     PINASTER Y PINO SILVESTRE. 

NO DEJO OCUPACION A LA OTRA ESP.

PIE 12 Y 25 DIAMETROS COMPROBADOS.
PIE 2 ENTRA POR PENDIENTE.
PIES A  263 G. Y 290 G. NO ENTRAN POR DISTANCIA.

PIE 20 DIAMETRO COMPROBADO.",13,3,06/26/02 00:00:00,12/30/99 13:18:42,06/26/02 00:00:00,12/30/99 15:10:23,112,166,335,210,10,195530,22,19,195530,21,20,D,5
49,49,564,A,1,NA,NA,0,1984,K,3,1997,,1-3,2002,66,1,1,2,95,45,1,1,4,2,2,4,07/05/02 00:00:00,12/30/99 14:30:00,1,2,1,1,6,1,NA,NA,0,3,,0,,30,0,1.5,0,2,2,2,"REJON ENCONTRADO POR EL PIE DEL IFN 2 Y POR LAS FOTOS AEREAS. PARCELA PINCHADA  EN UNA VIEJA REPOBLACION DE PINO RESINERO, DONDE EL MARCO DE PLANTACION NO SE APRECIA DEBIDO A LAS MARRAS Y A LAS CORTAS. NO DEJO OCUPACION A LA OTRA ESP.  EN LA PARCELA HA HABIDO CLARAS RECIENTES. CUANDO SE HIZO LA REPOBLACION HUBO  MUCHAS MARRAS.",13,3,07/05/02 00:00:00,12/30/99 13:25:25,07/05/02 00:00:00,12/30/99 14:44:18,78,166,85,360,10,977415,34,7,977415,33,8,D,5
